
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
565) 950405_G    4.373        0.014              98.153              2.870
566) 950243_G    4.344        0.013              98.166              1.920
567) 950309_G    4.312        0.013              98.179              0.413
568) 950400_G    4.277        0.013              98.192              5.699
569) 950287_G    4.270        0.013              98.206              0.175
570) 950107_G    4.229        0.013              98.219              1.075
571) 940028_G    4.219        0.013              98.232              0.302
572) 960772_G    4.214        0.013              98.245              1.494
573) 950267_G    4.193        0.013              98.258              0.733
574) 950240_G    4.191        0.013              98.271              0.565
575) 960614_G    4.158        0.013              98.283              1.162
576) 960589_G    4.155        0.013              98.296              0.457
577) 960767_G    4.131        0.013              98.309              0.694
578) 950202_G    4.094        0.013              98.322              0.334
579) 960611_G    4.085        0.013              98.334              0.749
580) 950159_G    4.063        0.013              98.347              0.339
581) 960667_G    4.062        0.013              98.359              0.656
582) 960586_G    4.041        0.012              98.372              0.681
583) 950480_G    4.027        0.012              98.384              0.405
584) 950236_G    4.009        0.012              98.397              1.288
585) 970807_G    3.992        0.012              98.409              2.300
586) KRM9_GKA    3.984        0.012              98.421              4.553
587) 960541_G    3.958        0.012              98.433              0.862
588) 950110_G    3.904        0.012              98.446              1.436
589) 970827_G    3.851        0.012              98.457              0.436
590) 960563_G    3.826        0.012              98.469              1.523
591) 950426_G    3.787        0.012              98.481              0.221
592) 950152_G    3.762        0.012              98.493              0.578
593) 950369_G    3.760        0.012              98.504              4.164
594) 950209_G    3.660        0.011              98.515              0.688
595) 960567_G    3.620        0.011              98.527              0.494
596) 960540_G    3.612        0.011              98.538              2.238
597) 950204_G    3.596        0.011              98.549              0.960
598) 950184_G    3.594        0.011              98.560              2.698
599) 940026_G    3.574        0.011              98.571              1.492
600) 950368_G    3.571        0.011              98.582              0.848
601) 960569_G    3.553        0.011              98.593              0.261
602) 960561_G    3.542        0.011              98.604              2.087
603) 940046_G    3.528        0.011              98.615              0.703
604) 940051_G    3.511        0.011              98.626              1.142
605) 940030_G    3.480        0.011              98.636              1.817
606) 950462_G    3.478        0.011              98.647              2.506
607) 950238_G    3.478        0.011              98.658              0.698
608) 960651_G    3.456        0.011              98.669              1.233
609) 960559_G    3.443        0.011              98.679              0.159
610) 950147_G    3.418        0.011              98.690              2.903
611) 970805_G    3.413        0.011              98.700              1.918
612) 960551_G    3.400        0.010              98.711              1.836
613) MILK_GKA    3.365        0.010              98.721              1.146
614) 970822_G    3.362        0.010              98.732              1.089
615) 960698_G    3.348        0.010              98.742              1.839
616) 940040_G    3.309        0.010              98.752              0.647
617) 970790_G    3.280        0.010              98.762              2.271
618) 960538_G    3.261        0.010              98.772              0.380
619) 940060_G    3.253        0.010              98.782              0.443
620) 940050_G    3.238        0.010              98.792              1.860
621) 960677_G    3.179        0.010              98.802              1.616
622) 940025_G    3.176        0.010              98.812              1.373
623) 970831_G    3.160        0.010              98.822              1.430
624) KOZY_GKA    3.148        0.010              98.831              1.533
625) 950460_G    3.123        0.010              98.841              0.645
626) 940064_G    3.114        0.010              98.851              0.303
627) 950237_G    3.112        0.010              98.860              1.034
628) 960571_G    3.098        0.010              98.870              1.360
629) 970810_G    3.066        0.009              98.879              0.974
630) 960502_G    3.002        0.009              98.889              1.107
631) 960700_G    2.987        0.009              98.898              1.249
632) 960692_G    2.960        0.009              98.907              1.357
633) 950151_G    2.957        0.009              98.916              0.871
634) 960552_G    2.956        0.009              98.925              2.310
635) 940086_G    2.940        0.009              98.934              4.645
636) MALK_GKA    2.922        0.009              98.943              4.103
637) 950281_G    2.921        0.009              98.952              1.166
638) 960650_G    2.900        0.009              98.961              0.252
639) 950312_G    2.891        0.009              98.970              0.168
640) 950455_G    2.885        0.009              98.979              0.842
641) 950247_G    2.878        0.009              98.988              2.197
642) 960537_G    2.870        0.009              98.997              1.913
643) 960699_G    2.842        0.009              99.006              2.316
644) 960542_G    2.836        0.009              99.014              0.893
645) 960539_G    2.836        0.009              99.023              0.267
646) 950310_G    2.821        0.009              99.032              2.549
647) 960673_G    2.810        0.009              99.040              0.071
648) 950250_G    2.807        0.009              99.049              2.165
649) 960536_G    2.716        0.008              99.058              1.078
650) 950153_G    2.710        0.008              99.066              0.534
651) 970782_G    2.698        0.008              99.074              0.276
652) 950340_G    2.633        0.008              99.082              0.656
653) 960691_G    2.569        0.008              99.090              1.815
654) 960711_G    2.534        0.008              99.098              1.304
655) 960708_G    2.529        0.008              99.106              0.558
656) 960509_G    2.519        0.008              99.114              0.317
657) 940077_G    2.511        0.008              99.121              1.062
658) 960633_G    2.501        0.008              99.129              0.541
659) 950459_G    2.494        0.008              99.137              1.453
660) 950158_G    2.479        0.008              99.145              0.128
661) 950164_G    2.467        0.008              99.152              0.203
662) FAIR_GPS    2.458        0.008              99.160              1.786
663) 940023_G    2.428        0.007              99.167              1.205
664) 950373_G    2.411        0.007              99.175              0.655
665) 950283_G    2.359        0.007              99.182              0.683
666) 960534_G    2.331        0.007              99.189              1.490
667) 950339_G    2.331        0.007              99.196              0.849
668) KUL1_GPS    2.314        0.007              99.203              3.277
669) 970806_G    2.311        0.007              99.211              0.394
670) 970780_G    2.282        0.007              99.218              1.066
671) 960516_G    2.279        0.007              99.225              1.252
672) 960523_G    2.278        0.007              99.232              2.937
673) 970783_G    2.276        0.007              99.239              1.211
674) 950146_G    2.248        0.007              99.246              1.151
675) 960689_G    2.225        0.007              99.253              0.719
676) 950343_G    2.187        0.007              99.259              3.959
677) 950366_G    2.173        0.007              99.266              1.386
678) 970779_G    2.167        0.007              99.273              2.713
679) 950290_G    2.158        0.007              99.279              0.164
680) 950386_G    2.137        0.007              99.286              3.502
681) VLAD_GPS    2.136        0.007              99.293              0.547
682) 960535_G    2.124        0.007              99.299              0.085
683) 950338_G    2.124        0.007              99.306              0.759
684) 950149_G    2.123        0.007              99.312              1.246
685) _KMS_GPS    2.121        0.007              99.319              1.890
686) 950454_G    2.097        0.006              99.325              0.670
687) 960529_G    2.089        0.006              99.332              1.238
688) 950397_G    2.074        0.006              99.338              2.678
689) 950150_G    2.036        0.006              99.344              0.839
690) 960770_G    2.035        0.006              99.351              0.286
691) 950458_G    2.035        0.006              99.357              1.973
692) 960528_G    2.035        0.006              99.363              2.122
693) 960680_G    2.023        0.006              99.370              1.121
694) 950288_G    2.010        0.006              99.376              0.548
695) 940022_G    2.002        0.006              99.382              0.698
696) 950337_G    1.995        0.006              99.388              1.048
697) 960619_G    1.991        0.006              99.394              0.663
698) 940059_G    1.989        0.006              99.400              0.408
699) 950245_G    1.969        0.006              99.406              1.700
700) 950285_G    1.949        0.006              99.412              1.834
701) 940091_G    1.944        0.006              99.418              1.334
702) 950363_G    1.897        0.006              99.424              0.507
703) 960570_G    1.896        0.006              99.430              0.700
704) 950279_G    1.869        0.006              99.436              0.731
705) 960771_G    1.857        0.006              99.442              1.440
706) 950260_G    1.856        0.006              99.447              1.055
707) 960635_G    1.856        0.006              99.453              2.156
708) 950453_G    1.843        0.006              99.459              2.001
709) 940042_G    1.839        0.006              99.464              0.699
710) XHOT_GUA    1.829        0.006              99.470              1.570
711) 950132_G    1.810        0.006              99.476              2.551
712) 940003_G    1.808        0.006              99.481              0.296
713) 940008_G    1.797        0.006              99.487              0.917
714) 950103_G    1.796        0.006              99.492              1.347
715) 960642_G    1.795        0.006              99.498              2.579
716) 960690_G    1.767        0.005              99.503              1.207
717) YSSK_GPS    1.765        0.005              99.509              0.404
718) 950126_G    1.746        0.005              99.514              1.834
719) 950457_G    1.729        0.005              99.520              1.930
720) 970785_G    1.719        0.005              99.525              0.501
721) 950336_G    1.717        0.005              99.530              1.536
722) 950235_G    1.702        0.005              99.535              1.468
723) 950156_G    1.678        0.005              99.541              0.638
724) 950321_G    1.651        0.005              99.546              0.937
725) 940062_G    1.639        0.005              99.551              1.206
726) 950286_G    1.635        0.005              99.556              1.019
727) 950395_G    1.633        0.005              99.561              5.353
728) 950106_G    1.625        0.005              99.566              1.026
729) 950136_G    1.616        0.005              99.571              1.151
730) 940068_G    1.611        0.005              99.576              0.663
731) 950127_G    1.609        0.005              99.581              1.832
732) 950456_G    1.588        0.005              99.586              1.817
733) 950162_G    1.577        0.005              99.591              0.084
734) 950388_G    1.572        0.005              99.595              3.449
735) UHOT_GUA    1.567        0.005              99.600              3.246
736) SOBL_GKA    1.564        0.005              99.605              1.978
737) 940058_G    1.558        0.005              99.610              0.173
738) 970781_G    1.492        0.005              99.614              1.089
739) 950139_G    1.484        0.005              99.619              0.624
740) 950325_G    1.483        0.005              99.624              0.411
741) 950472_G    1.476        0.005              99.628              0.961
742) VLAD_GPS    1.470        0.005              99.633              1.796
743) 960517_G    1.470        0.005              99.637              0.841
744) 960634_G    1.429        0.004              99.642              0.638
745) MAGO_GPS    1.417        0.004              99.646              3.854
746) 950308_G    1.400        0.004              99.650              0.937
747) 960643_G    1.389        0.004              99.655              1.447
748) 950402_G    1.386        0.004              99.659              3.932
749) 950251_G    1.379        0.004              99.663              1.652
750) 950233_G    1.372        0.004              99.667              0.513
751) 950117_G    1.359        0.004              99.672              1.221
752) 950365_G    1.314        0.004              99.676              0.965
753) 950104_G    1.304        0.004              99.680              1.308
754) BOSH_GUG    1.303        0.004              99.684              2.534
755) 950323_G    1.301        0.004              99.688              0.177
756) 940027_G    1.286        0.004              99.692              0.199
757) 950364_G    1.283        0.004              99.696              0.403
758) 970778_G    1.270        0.004              99.700              2.876
759) 940014_G    1.266        0.004              99.704              0.946
760) 950232_G    1.266        0.004              99.707              0.675
761) 950451_G    1.252        0.004              99.711              4.957
762) 950476_G    1.248        0.004              99.715              0.224
763) 960768_G    1.224        0.004              99.719              3.008
764) 950259_G    1.221        0.004              99.723              2.303
765) 950249_G    1.209        0.004              99.726              0.900
766) OKRG_GPS    1.194        0.004              99.730              2.984
767) 950128_G    1.190        0.004              99.734              1.439
768) 940013_G    1.172        0.004              99.737              1.362
769) 960761_G    1.160        0.004              99.741              0.378
770) 950355_G    1.144        0.004              99.745              1.088
771) 960617_G    1.136        0.004              99.748              0.823
772) 960639_G    1.132        0.003              99.752              1.651
773) 960522_G    1.131        0.003              99.755              1.583
774) YELL_GPS    1.124        0.003              99.758              0.725
775) 960707_G    1.107        0.003              99.762              1.206
776) 950351_G    1.095        0.003              99.765              0.823
777) 950383_G    1.089        0.003              99.769              3.779
778) 960565_G    1.087        0.003              99.772              0.745
779) 950353_G    1.086        0.003              99.775              0.506
780) 950361_G    1.073        0.003              99.779              1.582
781) 950291_G    1.053        0.003              99.782              0.403
782) 940087_G    1.038        0.003              99.785              1.121
783) 960688_G    1.037        0.003              99.788              1.420
784) 950101_G    1.035        0.003              99.792              1.803
785) SUS1_GPS    1.033        0.003              99.795              0.707
786) 950326_G    1.031        0.003              99.798              1.548
787) 960578_G    1.012        0.003              99.801              1.143
788) 960520_G    1.005        0.003              99.804              0.478
789) 960666_G    1.004        0.003              99.807              0.497
790) 950450_G    0.972        0.003              99.810              1.417
791) 940067_G    0.965        0.003              99.813              1.515
792) 950379_G    0.948        0.003              99.816              2.198
793) 960764_G    0.933        0.003              99.819              1.297
794) 960656_G    0.886        0.003              99.822              4.307
795) 950352_G    0.861        0.003              99.824              0.689
796) 950348_G    0.855        0.003              99.827              1.073
797) 960572_G    0.846        0.003              99.830              0.597
798) 950102_G    0.836        0.003              99.832              0.942
799) 960573_G    0.825        0.003              99.835              1.332
800) 960618_G    0.808        0.002              99.837              0.989
801) 950280_G    0.808        0.002              99.840              0.542
802) 950317_G    0.808        0.002              99.842              0.793
803) 960763_G    0.799        0.002              99.845              0.349
804) 960638_G    0.796        0.002              99.847              0.924
805) 950332_G    0.792        0.002              99.850              1.070
806) 950452_G    0.785        0.002              99.852              0.807
807) 950358_G    0.760        0.002              99.854              0.689
808) 940052_G    0.757        0.002              99.857              1.477
809) 960501_G    0.756        0.002              99.859              0.408
810) JAGD_GUA    0.756        0.002              99.861              1.710
811) UNR1_GPS    0.747        0.002              99.864              0.879
812) 950255_G    0.744        0.002              99.866              0.390
813) 950335_G    0.725        0.002              99.868              0.681
814) 960687_G    0.713        0.002              99.870              0.475
815) 960685_G    0.703        0.002              99.873              0.532
816) TAL1_GPS    0.699        0.002              99.875              2.590
817) 950294_G    0.699        0.002              99.877              0.796
818) 960644_G    0.699        0.002              99.879              0.912
819) KHAJ_GPS    0.696        0.002              99.881              1.026
820) 960766_G    0.696        0.002              99.883              0.803
821) 960647_G    0.695        0.002              99.886              1.629
822) 940094_G    0.671        0.002              99.888              0.963
823) 950359_G    0.660        0.002              99.890              1.940
824) 950362_G    0.660        0.002              99.892              0.852
825) 940054_G    0.638        0.002              99.894              0.891
826) 960649_G    0.638        0.002              99.896              1.248
827) _TIG_GKA    0.616        0.002              99.898              2.752
828) 950333_G    0.615        0.002              99.899              1.207
829) 950354_G    0.603        0.002              99.901              0.713
830) 940001_G    0.600        0.002              99.903              0.999
831) 960686_G    0.598        0.002              99.905              1.289
832) 950129_G    0.586        0.002              99.907              0.800
833) PILG_GPS    0.576        0.002              99.909              1.945
834) 950378_G    0.568        0.002              99.910              1.737
835) 950256_G    0.551        0.002              99.912              0.607
836) 960665_G    0.548        0.002              99.914              1.056
837) 950331_G    0.543        0.002              99.915              1.069
838) 960580_G    0.533        0.002              99.917              1.149
839) 950407_G    0.530        0.002              99.919              2.538
840) 950334_G    0.525        0.002              99.920              1.350
841) TOM1_GPS    0.522        0.002              99.922              0.302
842) 950382_G    0.519        0.002              99.924              1.951
843) 950409_G    0.503        0.002              99.925              2.255
844) 960705_G    0.501        0.002              99.927              1.264
845) 940078_G    0.489        0.002              99.928              1.271
846) 950262_G    0.486        0.002              99.930              0.684
847) 940079_G    0.479        0.001              99.931              2.666
848) MDO1_GPS    0.479        0.001              99.933              0.554
849) 950356_G    0.476        0.001              99.934              1.980
850) 950408_G    0.459        0.001              99.935              0.691
851) 950425_G    0.457        0.001              99.937              0.901
852) TKL1_GPS    0.454        0.001              99.938              1.041
853) 970812_G    0.450        0.001              99.940              1.053
854) 960641_G    0.445        0.001              99.941              1.851
855) 960645_G    0.442        0.001              99.942              2.417
856) YELL_GPS    0.439        0.001              99.944              0.779
857) 950401_G    0.435        0.001              99.945              1.126
858) 950345_G    0.429        0.001              99.946              1.103
859) 960576_G    0.425        0.001              99.948              1.221
860) 950341_G    0.422        0.001              99.949              1.682
861) SEY2_GPS    0.417        0.001              99.950              1.320
862) 940056_G    0.414        0.001              99.952              1.062
863) 950253_G    0.406        0.001              99.953              1.137
864) 960669_G    0.381        0.001              99.954              4.152
865) 950471_G    0.375        0.001              99.955              0.778
866) 950381_G    0.371        0.001              99.956              1.337
867) 960676_G    0.361        0.001              99.957              1.418
868) 960577_G    0.338        0.001              99.959              0.513
869) 960648_G    0.337        0.001              99.960              2.281
870) 960579_G    0.334        0.001              99.961              0.455
871) 960668_G    0.319        0.001              99.962              0.883
872) 960709_G    0.315        0.001              99.963              0.904
873) 950329_G    0.313        0.001              99.963              0.582
874) 960654_G    0.301        0.001              99.964              1.257
875) 950320_G    0.300        0.001              99.965              0.448
876) 950330_G    0.288        0.001              99.966              1.355
877) 960670_G    0.287        0.001              99.967              0.474
878) 950254_G    0.282        0.001              99.968              0.777
879) AIVA_GPS    0.278        0.001              99.969              0.782
880) 950257_G    0.275        0.001              99.970              0.772
881) BILI_GPS    0.274        0.001              99.971              1.119
882) 950384_G    0.268        0.001              99.971              1.693
883) 960769_G    0.265        0.001              99.972              1.627
884) PERV_GPS    0.261        0.001              99.973              2.362
885) 940055_G    0.259        0.001              99.974              0.836
886) 950357_G    0.259        0.001              99.975              0.557
887) 950261_G    0.258        0.001              99.975              1.312
888) 960640_G    0.253        0.001              99.976              0.751
889) 960663_G    0.240        0.001              99.977              1.234
890) 950410_G    0.234        0.001              99.978              2.032
891) FLIN_GPS    0.234        0.001              99.978              1.119
892) UHAZ_GKA    0.230        0.001              99.979              1.172
893) 960760_G    0.228        0.001              99.980              4.649
894) 950360_G    0.219        0.001              99.980              0.422
895) 950322_G    0.214        0.001              99.981              0.846
896) 950399_G    0.214        0.001              99.982              1.122
897) CHUR_GPS    0.209        0.001              99.982              0.287
898) 940071_G    0.207        0.001              99.983              0.456
899) 950319_G    0.202        0.001              99.984              0.311
900) 940073_G    0.202        0.001              99.984              1.278
901) OMS1_GPS    0.198        0.001              99.985              0.681
902) 960706_G    0.197        0.001              99.986              1.343
903) 950327_G    0.177        0.001              99.986              0.199
904) 940057_G    0.172        0.001              99.987              1.804
905) 950394_G    0.168        0.001              99.987              3.036
906) 950252_G    0.161        0.000              99.988              0.739
907) 960664_G    0.159        0.000              99.988              0.079
908) 950396_G    0.159        0.000              99.989              0.783
909) 950324_G    0.156        0.000              99.989              0.640
910) 950387_G    0.153        0.000              99.990              1.497
911) 960659_G    0.152        0.000              99.990              1.100
912) 960762_G    0.149        0.000              99.990              0.145
913) 950393_G    0.147        0.000              99.991              1.635
914) PIE1_GPS    0.145        0.000              99.991              0.203
915) 940075_G    0.144        0.000              99.992              0.330
916) 950470_G    0.140        0.000              99.992              0.878
917) 950403_G    0.140        0.000              99.993              1.034
918) TIXI_GPS    0.139        0.000              99.993              0.000
919) 960657_G    0.137        0.000              99.994              0.983
920) 960765_G    0.129        0.000              99.994              0.788
921) 950347_G    0.122        0.000              99.994              0.305
922) 960575_G    0.118        0.000              99.995              0.517
923) 950411_G    0.115        0.000              99.995              1.160
924) 960574_G    0.114        0.000              99.995              1.026
925) 950389_G    0.112        0.000              99.996              0.994
926) 950385_G    0.103        0.000              99.996              2.133
927) 950392_G    0.097        0.000              99.996              0.370
928) DUBO_GPS    0.092        0.000              99.997              0.267
929) PBDN_GPS    0.092        0.000              99.997              1.197
930) 940053_G    0.080        0.000              99.997              0.741
931) 950328_G    0.079        0.000              99.997              0.613
932) 960661_G    0.079        0.000              99.998              1.372
933) 960671_G    0.078        0.000              99.998              1.276
934) 940074_G    0.072        0.000              99.998              1.117
935) 960660_G    0.071        0.000              99.998              0.185
936) 950318_G    0.061        0.000              99.999              0.299
937) 950380_G    0.047        0.000              99.999              0.372
938) 950342_G    0.046        0.000              99.999              0.252
939) 950350_G    0.041        0.000              99.999              0.364
940) 940076_G    0.040        0.000              99.999              0.966
941) 960662_G    0.038        0.000              99.999              0.529
942) 950391_G    0.037        0.000              99.999              0.409
943) OSSO_GKA    0.036        0.000              99.999              0.893
944) PORE_GUG    0.035        0.000              100.000              1.190
945) 950398_G    0.029        0.000              100.000              0.169
946) 950414_G    0.025        0.000              100.000              1.270
947) 960646_G    0.025        0.000              100.000              0.643
948) 960658_G    0.022        0.000              100.000              0.329
949) 940088_G    0.015        0.000              100.000              0.936
950) 950346_G    0.012        0.000              100.000              0.228
951) 950404_G    0.009        0.000              100.000              0.297
952) 960672_G    0.008        0.000              100.000              1.318
953) 960655_G    0.008        0.000              100.000              0.623
954) 950344_G    0.001        0.000              100.000              0.300

Longitude [0  360]
Block Name               Euler Pole Longitude          Euler Pole Latitude            Rotation Rate
                              [degrees]                     [degrees]                [degrees / Myr]
IMP         - kuril-north     +332.177 +/-  0.052            -31.480 +/-  6.112             +0.267 +/-  0.342
name        - kuril-north     +139.814 +/- 18.893            +39.528 +/- 19.677             +0.951 +/-  0.315
name        - IMP             +142.737 +/- 14.524            +37.881 +/- 13.415             +1.213 +/-  0.293
pacific     - kuril-north     +125.880 +/- 12.326             +0.494 +/- 14.670             +1.165 +/-  0.239
pacific     - IMP             +130.098 +/- 10.236             +6.219 +/-  9.330             +1.382 +/-  0.243
pacific     - name            +104.596 +/-  0.426            -50.733 +/-  0.310             +0.769 +/-  0.004
asia        - kuril-north     +140.069 +/- 16.220            +46.837 +/- 14.487             +1.233 +/-  0.327
asia        - IMP             +142.637 +/- 13.040            +44.225 +/- 10.857             +1.489 +/-  0.292
asia        - name            +141.767 +/-  2.210            +69.507 +/-  0.942             +0.314 +/-  0.005
asia        - pacific         +275.152 +/-  0.576            +65.536 +/-  0.301             +0.977 +/-  0.005
amur        - kuril-north     +140.303 +/- 16.668            +45.691 +/- 15.813             +1.163 +/-  0.324
amur        - IMP             +142.897 +/- 13.478            +43.153 +/- 11.502             +1.421 +/-  0.296
amur        - name            +144.837 +/-  6.815            +70.771 +/-  2.521             +0.240 +/-  0.012
amur        - pacific         +277.753 +/-  0.969            +62.433 +/-  0.708             +0.928 +/-  0.012
amur        - asia            +313.930 +/- 17.667            -65.095 +/-  9.280             +0.074 +/-  0.013
nw_honshu   - kuril-north     +137.207 +/- 14.731            +53.135 +/- 13.271             +1.680 +/-  0.426
nw_honshu   - IMP             +139.953 +/- 11.820            +50.351 +/- 11.197             +1.927 +/-  0.368
nw_honshu   - name            +130.292 +/- 16.551            +69.437 +/- 11.727             +0.789 +/-  0.260
nw_honshu   - pacific         +257.689 +/- 14.549            +78.741 +/-  5.006             +1.360 +/-  0.262
nw_honshu   - asia            +122.945 +/- 25.423            +68.986 +/- 20.818             +0.477 +/-  0.262
nw_honshu   - amur            +124.630 +/- 22.397            +68.511 +/- 17.409             +0.550 +/-  0.255
okhotsk     - kuril-north     +141.599 +/- 17.452            +41.866 +/- 18.146             +1.030 +/-  0.332
okhotsk     - IMP             +144.016 +/- 13.616            +39.816 +/- 12.591             +1.292 +/-  0.275
okhotsk     - name            +175.340 +/-  9.168            +63.482 +/-  9.332             +0.092 +/-  0.018
okhotsk     - pacific         +279.905 +/-  1.259            +54.991 +/-  0.871             +0.827 +/-  0.016
okhotsk     - asia            +305.026 +/-  7.653            -69.534 +/-  3.672             +0.226 +/-  0.017
okhotsk     - amur            +299.327 +/- 15.471            -71.466 +/-  6.108             +0.152 +/-  0.020
okhotsk     - nw_honshu       +303.603 +/- 17.729            -69.165 +/- 13.871             +0.702 +/-  0.260
sanriku     - kuril-north     +109.900 +/-  0.413            +42.235 +/-  2.529             +0.174 +/-  0.300
sanriku     - IMP             +137.148 +/- 22.156            +37.477 +/- 37.549             +0.422 +/-  0.405
sanriku     - name            +325.730 +/- 21.307            -37.988 +/- 19.503             +0.793 +/-  0.305
sanriku     - pacific         +307.836 +/- 13.831             +5.875 +/- 13.489             +1.047 +/-  0.261
sanriku     - asia            +325.138 +/- 18.606            -46.791 +/- 15.825             +1.073 +/-  0.317
sanriku     - amur            +325.630 +/- 19.483            -45.441 +/- 17.099             +1.003 +/-  0.317
sanriku     - nw_honshu       +321.002 +/- 16.342            -53.886 +/- 14.060             +1.519 +/-  0.393
sanriku     - okhotsk         +327.492 +/- 20.161            -40.795 +/- 18.982             +0.873 +/-  0.298
iida        - kuril-north     +137.062 +/- 26.210            +41.717 +/- 23.754             +1.558 +/-  0.659
iida        - IMP             +139.524 +/- 22.391            +40.357 +/- 19.977             +1.817 +/-  0.649
iida        - name            +132.386 +/-  0.804            +44.985 +/- 43.643             +0.611 +/-  0.574
iida        - pacific         +222.021 +/-  1.333            +77.542 +/- 22.950             +1.052 +/-  0.494
iida        - asia            +129.218 +/-  0.292            +23.029 +/-  8.049             +0.352 +/-  0.441
iida        - amur            +129.630 +/-  0.320            +29.969 +/- 10.956             +0.410 +/-  0.473
iida        - nw_honshu       +136.126 +/-  1.008            -63.188 +/- 10.009             +0.344 +/-  0.441
iida        - okhotsk         +128.397 +/-  5.959            +40.929 +/- 25.771             +0.533 +/-  0.549
iida        - sanriku         +140.282 +/- 28.730            +41.218 +/- 26.070             +1.396 +/-  0.676
tottori     - kuril-north     +139.266 +/- 22.392            +42.557 +/- 20.110             +1.607 +/-  0.565
tottori     - IMP             +141.341 +/- 19.101            +41.080 +/- 16.292             +1.866 +/-  0.538
tottori     - name            +138.371 +/- 48.789            +46.925 +/- 35.600             +0.659 +/-  0.477
tottori     - pacific         +218.806 +/-  9.216            +75.704 +/- 19.259             +1.111 +/-  0.348
tottori     - asia            +137.276 +/-  2.096            +28.832 +/-  1.921             +0.389 +/-  0.429
tottori     - amur            +136.996 +/- 16.969            +34.402 +/- 29.624             +0.450 +/-  0.439
tottori     - nw_honshu       +150.878 +/-  1.890            -55.062 +/- 12.002             +0.314 +/-  0.403
tottori     - okhotsk         +134.979 +/- 56.091            +43.669 +/- 38.913             +0.578 +/-  0.433
tottori     - sanriku         +142.650 +/- 24.529            +42.101 +/- 20.890             +1.446 +/-  0.575
tottori     - iida            +203.908 +/-  0.312            +45.113 +/-  7.838             +0.070 +/-  0.385
echubu      - kuril-north     +137.094 +/- 22.046            +36.804 +/- 20.108             +4.481 +/-  1.791
echubu      - IMP             +137.986 +/- 21.103            +36.558 +/- 18.848             +4.742 +/-  1.711
echubu      - name            +136.395 +/- 26.847            +36.061 +/- 25.035             +3.533 +/-  1.583
echubu      - pacific         +142.389 +/- 30.589            +47.446 +/- 25.398             +3.631 +/-  1.596
echubu      - asia            +136.180 +/- 27.276            +33.029 +/- 26.807             +3.276 +/-  1.707
echubu      - amur            +136.155 +/- 27.168            +33.703 +/- 25.581             +3.339 +/-  1.584
echubu      - nw_honshu       +137.049 +/- 28.793            +27.454 +/- 30.487             +2.908 +/-  1.599
echubu      - okhotsk         +135.871 +/- 27.351            +35.268 +/- 25.347             +3.459 +/-  1.676
echubu      - sanriku         +138.067 +/- 23.004            +36.468 +/- 20.149             +4.320 +/-  1.688
echubu      - iida            +137.109 +/- 31.920            +34.196 +/- 30.103             +2.932 +/-  1.677
echubu      - tottori         +136.025 +/- 31.620            +33.593 +/- 29.721             +2.888 +/-  1.674
kuwana      - kuril-north     +137.336 +/-  9.351            +38.441 +/-  9.448             +2.214 +/-  0.370
kuwana      - IMP             +139.047 +/-  8.178            +37.787 +/-  7.187             +2.474 +/-  0.319
kuwana      - name            +135.521 +/-  7.515            +37.589 +/-  5.474             +1.264 +/-  0.135
kuwana      - pacific         +158.693 +/- 10.845            +65.055 +/-  4.844             +1.507 +/-  0.105
kuwana      - asia            +134.753 +/-  8.144            +28.128 +/-  6.371             +1.012 +/-  0.129
kuwana      - amur            +134.726 +/-  8.100            +30.503 +/-  6.840             +1.072 +/-  0.139
kuwana      - nw_honshu       +137.514 +/- 12.006             +2.541 +/- 23.421             +0.727 +/-  0.161
kuwana      - okhotsk         +133.966 +/-  7.616            +35.362 +/-  6.071             +1.190 +/-  0.135
kuwana      - sanriku         +139.440 +/-  9.826            +37.847 +/-  8.795             +2.052 +/-  0.332
kuwana      - iida            +137.892 +/- 43.948            +30.733 +/- 23.158             +0.664 +/-  0.600
kuwana      - tottori         +133.199 +/- 38.447            +27.667 +/- 40.256             +0.624 +/-  0.479
kuwana      - echubu          +316.867 +/- 38.251            -35.208 +/- 35.061             +2.269 +/-  1.593
australia   - kuril-north     +141.417 +/- 15.610            +46.956 +/- 14.552             +1.261 +/-  0.345
australia   - IMP             +143.664 +/- 12.459            +44.350 +/- 10.598             +1.518 +/-  0.289
australia   - name            +150.564 +/-  6.547            +67.804 +/-  2.271             +0.342 +/-  0.012
australia   - pacific         +271.444 +/-  1.048            +65.903 +/-  0.883             +0.998 +/-  0.013
australia   - asia            +189.993 +/- 34.156            +40.043 +/- 18.484             +0.035 +/-  0.012
australia   - amur            +159.501 +/- 19.129            +60.318 +/-  8.872             +0.103 +/-  0.015
australia   - nw_honshu       +294.320 +/- 25.935            -68.978 +/- 23.567             +0.453 +/-  0.260
australia   - okhotsk         +139.917 +/- 10.860            +68.248 +/-  4.867             +0.252 +/-  0.021
australia   - sanriku         +146.557 +/- 18.529            +46.863 +/- 15.142             +1.102 +/-  0.321
australia   - iida            +304.973 +/-  0.452            -20.316 +/-  4.245             +0.333 +/-  0.451
australia   - tottori         +313.564 +/-  0.107            -26.934 +/-  3.539             +0.365 +/-  0.404
australia   - echubu          +315.732 +/- 27.710            -32.850 +/- 26.502             +3.251 +/-  1.560
australia   - kuwana          +313.334 +/-  8.310            -27.397 +/-  6.866             +0.989 +/-  0.134
