
The station contributions are:
    Name     Contribution  %Contribution   Accumulated cont.    Magnitude
phil_sea    - kuril-north      +91.145 +/- 56.727             -9.137 +/- 31.122             +0.317 +/-  0.223
phil_sea    - IMP             +116.363 +/- 29.293            +10.793 +/- 35.373             +0.477 +/-  0.261
phil_sea    - name            +343.874 +/-  7.412            -48.659 +/-  5.098             +0.873 +/-  0.079
phil_sea    - pacific         +316.998 +/-  5.013             -3.735 +/-  2.968             +0.927 +/-  0.081
phil_sea    - asia            +340.387 +/-  6.560            -54.399 +/-  4.139             +1.168 +/-  0.073
phil_sea    - amur            +341.605 +/-  6.699            -53.539 +/-  4.225             +1.097 +/-  0.080
phil_sea    - nw_honshu       +333.126 +/-  7.903            -59.478 +/-  7.463             +1.619 +/-  0.268
phil_sea    - okhotsk         +344.633 +/-  6.866            -50.097 +/-  4.834             +0.962 +/-  0.076
phil_sea    - sanriku          +78.871 +/- 86.815            -40.633 +/- 36.074             +0.257 +/-  0.257
phil_sea    - iida            +330.449 +/- 27.342            -48.214 +/- 22.430             +1.458 +/-  0.626
phil_sea    - tottori         +332.723 +/- 21.973            -48.613 +/- 17.192             +1.515 +/-  0.439
phil_sea    - echubu          +320.914 +/- 23.360            -38.997 +/- 20.249             +4.346 +/-  1.651
phil_sea    - kuwana          +325.808 +/-  5.676            -42.926 +/-  4.069             +2.095 +/-  0.156
phil_sea    - australia       +341.453 +/-  6.301            -54.119 +/-  4.017             +1.199 +/-  0.075
fukushima   - kuril-north     +319.197 +/-  9.442            -35.407 +/-  8.426            +12.602 +/-  1.987
fukushima   - IMP             +318.905 +/-  9.786            -35.476 +/-  8.510            +12.340 +/-  1.930
fukushima   - name            +319.238 +/-  8.841            -35.696 +/-  7.958            +13.551 +/-  1.925
fukushima   - pacific         +317.849 +/-  8.502            -32.655 +/-  7.802            +13.551 +/-  1.896
fukushima   - asia            +319.263 +/-  8.759            -36.421 +/-  7.193            +13.813 +/-  1.870
fukushima   - amur            +319.278 +/-  8.827            -36.273 +/-  7.471            +13.748 +/-  1.881
fukushima   - nw_honshu       +319.019 +/-  8.349            -37.471 +/-  7.891            +14.211 +/-  1.995
fukushima   - okhotsk         +319.364 +/-  9.020            -35.896 +/-  7.579            +13.626 +/-  1.964
fukushima   - sanriku         +318.848 +/-  9.489            -35.542 +/-  8.368            +12.762 +/-  1.939
fukushima   - iida            +318.980 +/-  8.941            -36.102 +/-  7.812            +14.152 +/-  2.020
fukushima   - tottori         +319.204 +/-  8.460            -36.214 +/-  7.789            +14.198 +/-  2.020
fukushima   - echubu          +318.652 +/-  9.074            -35.777 +/-  7.882            +17.081 +/-  2.539
fukushima   - kuwana          +318.928 +/-  8.286            -35.862 +/-  7.100            +14.813 +/-  2.073
fukushima   - australia       +319.368 +/-  8.841            -36.453 +/-  7.579            +13.839 +/-  2.092
fukushima   - phil_sea        +317.924 +/-  9.111            -34.670 +/-  7.925            +12.747 +/-  2.051
biwa        - kuril-north     +137.942 +/- 43.110            +38.094 +/- 38.732             +2.732 +/-  2.329
biwa        - IMP             +139.296 +/- 39.886            +37.579 +/- 36.875             +2.993 +/-  2.171
biwa        - name            +136.973 +/-  5.190            +37.317 +/-  7.150             +1.782 +/-  1.827
biwa        - pacific         +151.491 +/-  2.049            +58.187 +/- 40.413             +1.972 +/-  1.874
biwa        - asia            +136.570 +/-  1.323            +31.017 +/-  7.233             +1.526 +/-  1.781
biwa        - amur            +136.509 +/-  2.509            +32.512 +/-  4.904             +1.588 +/-  1.846
biwa        - nw_honshu       +138.590 +/-  4.108            +16.638 +/-  4.320             +1.192 +/-  1.476
biwa        - okhotsk         +135.917 +/-  1.295            +35.768 +/-  8.349             +1.707 +/-  1.841
biwa        - sanriku         +139.650 +/- 51.006            +37.592 +/- 40.264             +2.571 +/-  2.188
biwa        - iida            +138.978 +/-  0.736            +33.303 +/-  2.351             +1.181 +/-  1.791
biwa        - tottori         +136.322 +/-  0.736            +31.763 +/-  6.451             +1.138 +/-  1.716
biwa        - echubu          +315.826 +/-  0.126            -34.781 +/- 11.433             +1.752 +/-  2.177
biwa        - kuwana          +140.466 +/-  1.187            +36.581 +/-  2.873             +0.519 +/-  1.304
biwa        - australia       +135.628 +/-  5.666            +30.597 +/-  9.320             +1.501 +/-  1.752
biwa        - phil_sea        +144.668 +/- 62.939            +41.689 +/- 39.194             +2.610 +/-  2.222
biwa        - fukushima       +138.980 +/- 11.958            +35.886 +/- 10.470            +15.331 +/-  3.024
yoro        - kuril-north     +134.836 +/-  1.491            +40.069 +/-  6.347             +2.522 +/-  3.639
yoro        - IMP             +136.649 +/-  1.971            +39.369 +/-  8.076             +2.779 +/-  3.874
yoro        - name            +131.797 +/-  0.544            +40.292 +/-  3.105             +1.574 +/-  3.598
yoro        - pacific         +147.954 +/-  0.536            +63.640 +/-  5.274             +1.800 +/-  3.306
yoro        - asia            +130.799 +/-  0.082            +33.528 +/-  4.221             +1.311 +/-  3.400
yoro        - amur            +130.886 +/-  1.385            +35.141 +/-  6.819             +1.374 +/-  3.442
yoro        - nw_honshu       +132.249 +/-  0.511            +16.808 +/-  4.963             +0.965 +/-  2.868
yoro        - okhotsk         +130.411 +/-  1.126            +38.617 +/-  7.103             +1.499 +/-  3.438
yoro        - sanriku         +136.557 +/-  2.773            +39.708 +/-  1.705             +2.357 +/-  3.683
yoro        - iida            +131.466 +/-  0.316            +37.328 +/-  6.109             +0.967 +/-  3.176
yoro        - tottori         +127.885 +/-  0.864            +35.389 +/-  2.683             +0.926 +/-  2.904
yoro        - echubu          +319.715 +/-  0.096            -32.572 +/-  7.079             +1.972 +/-  3.375
yoro        - kuwana          +113.861 +/-  0.849            +49.431 +/-  4.126             +0.325 +/-  2.704
yoro        - australia       +129.593 +/-  0.673            +33.030 +/-  7.710             +1.287 +/-  3.259
yoro        - phil_sea        +142.075 +/-  1.476            +44.267 +/- 10.939             +2.398 +/-  3.848
yoro        - fukushima       +138.508 +/- 22.009            +36.194 +/- 19.659            +15.113 +/-  5.985
yoro        - biwa            +343.031 +/-  0.114            -14.202 +/-  5.460             +0.254 +/-  3.040
chubu       - kuril-north     +136.959 +/- 25.285            +36.812 +/- 22.486             +7.790 +/-  3.495
chubu       - IMP             +137.491 +/- 24.253            +36.668 +/- 21.443             +8.051 +/-  3.361
chubu       - name            +136.579 +/- 27.780            +36.429 +/- 24.723             +6.841 +/-  3.223
chubu       - pacific         +139.477 +/- 29.151            +42.415 +/- 26.459             +6.906 +/-  3.152
chubu       - asia            +136.474 +/- 28.804            +34.935 +/- 24.956             +6.581 +/-  3.110
chubu       - amur            +136.459 +/- 27.912            +35.255 +/- 26.121             +6.645 +/-  3.380
chubu       - nw_honshu       +136.912 +/- 29.482            +32.441 +/- 27.051             +6.196 +/-  3.324
chubu       - okhotsk         +136.310 +/- 28.377            +36.028 +/- 24.683             +6.767 +/-  3.377
chubu       - sanriku         +137.509 +/- 24.699            +36.623 +/- 22.230             +7.628 +/-  3.268
chubu       - iida            +136.936 +/- 30.393            +35.588 +/- 26.838             +6.239 +/-  3.309
chubu       - tottori         +136.420 +/- 30.618            +35.317 +/- 28.276             +6.195 +/-  3.322
chubu       - echubu          +136.778 +/- 11.417            +36.821 +/- 24.999             +3.309 +/-  3.258
chubu       - kuwana          +136.815 +/- 32.962            +36.165 +/- 29.377             +5.578 +/-  3.374
chubu       - australia       +136.247 +/- 28.355            +34.855 +/- 26.104             +6.556 +/-  3.047
chubu       - phil_sea        +139.096 +/- 25.549            +38.074 +/- 22.891             +7.651 +/-  3.449
chubu       - fukushima       +138.352 +/- 11.663            +35.948 +/- 10.315            +20.389 +/-  3.688
chubu       - biwa            +136.443 +/- 41.132            +36.116 +/- 37.761             +5.060 +/-  3.833
chubu       - yoro            +137.910 +/- 12.354            +35.243 +/-  9.656             +5.277 +/-  5.419
swryukyu    - kuril-north     +127.107 +/-  3.496            +26.518 +/-  2.864            +14.195 +/-  0.913
swryukyu    - IMP             +127.536 +/-  3.437            +26.647 +/-  2.631            +14.442 +/-  0.876
swryukyu    - name            +126.336 +/-  3.482            +25.558 +/-  2.753            +13.287 +/-  0.839
swryukyu    - pacific         +127.231 +/-  3.689            +28.745 +/-  2.744            +13.158 +/-  0.783
swryukyu    - asia            +126.195 +/-  3.468            +24.596 +/-  2.641            +13.067 +/-  0.814
swryukyu    - amur            +126.215 +/-  3.504            +24.806 +/-  2.627            +13.123 +/-  0.788
swryukyu    - nw_honshu       +126.243 +/-  3.650            +23.094 +/-  3.111            +12.731 +/-  0.820
swryukyu    - okhotsk         +126.187 +/-  3.530            +25.287 +/-  2.631            +13.228 +/-  0.830
swryukyu    - sanriku         +127.281 +/-  3.488            +26.315 +/-  2.831            +14.032 +/-  0.840
swryukyu    - iida            +126.110 +/-  4.386            +24.638 +/-  3.563            +12.715 +/-  1.060
swryukyu    - tottori         +125.870 +/-  4.164            +24.454 +/-  3.415            +12.685 +/-  0.877
swryukyu    - echubu          +123.224 +/-  9.902            +21.681 +/-  8.700             +9.888 +/-  1.663
swryukyu    - kuwana          +125.503 +/-  3.889            +24.278 +/-  3.046            +12.067 +/-  0.786
swryukyu    - australia       +126.081 +/-  3.535            +24.528 +/-  2.698            +13.047 +/-  0.783
swryukyu    - phil_sea        +127.954 +/-  3.444            +27.164 +/-  2.657            +13.993 +/-  0.811
swryukyu    - fukushima       +132.510 +/-  4.843            +30.837 +/-  4.171            +26.608 +/-  2.016
swryukyu    - biwa            +124.922 +/- 10.988            +23.701 +/-  9.795            +11.574 +/-  2.247
swryukyu    - yoro            +125.730 +/- 23.761            +23.598 +/- 23.788            +11.777 +/-  5.433
swryukyu    - chubu           +117.862 +/- 23.726            +14.111 +/- 24.200             +6.849 +/-  3.068
okinawa     - kuril-north     +142.083 +/- 11.158            +38.992 +/-  9.913             +2.151 +/-  0.405
okinawa     - IMP             +143.290 +/-  9.841            +38.208 +/-  8.113             +2.414 +/-  0.345
okinawa     - name            +143.854 +/- 12.804            +38.536 +/-  9.500             +1.201 +/-  0.226
okinawa     - pacific         +172.559 +/- 18.231            +64.484 +/-  6.818             +1.488 +/-  0.152
okinawa     - asia            +144.131 +/- 14.197            +28.698 +/- 10.801             +0.945 +/-  0.210
okinawa     - amur            +143.764 +/- 14.152            +31.209 +/-  9.693             +1.005 +/-  0.223
okinawa     - nw_honshu       +149.398 +/- 18.349             +0.773 +/- 28.719             +0.673 +/-  0.221
okinawa     - okhotsk         +142.493 +/- 13.095            +36.353 +/-  9.734             +1.123 +/-  0.214
okinawa     - sanriku         +144.604 +/- 12.054            +38.322 +/- 10.124             +1.993 +/-  0.364
okinawa     - iida            +153.307 +/- 74.399            +31.167 +/- 24.207             +0.611 +/-  0.593
okinawa     - tottori         +148.858 +/- 59.977            +28.404 +/- 44.061             +0.560 +/-  0.482
okinawa     - echubu          +312.770 +/- 36.810            -34.624 +/- 36.341             +2.343 +/-  1.656
okinawa     - kuwana          +253.560 +/-  0.413             -8.532 +/-  3.706             +0.156 +/-  0.195
okinawa     - australia       +142.789 +/- 14.427            +28.027 +/- 11.407             +0.919 +/-  0.210
okinawa     - phil_sea        +151.449 +/-  8.581            +43.210 +/-  5.798             +2.050 +/-  0.220
okinawa     - fukushima       +139.601 +/-  8.285            +35.933 +/-  7.026            +14.748 +/-  1.936
okinawa     - biwa            +303.905 +/-  0.283            -33.729 +/-  2.190             +0.598 +/-  1.355
okinawa     - yoro            +276.989 +/-  0.318            -38.143 +/-  5.116             +0.437 +/-  2.848
okinawa     - chubu           +315.089 +/- 32.585            -35.926 +/- 29.472             +5.649 +/-  3.296
okinawa     - swryukyu        +304.876 +/-  3.943            -24.192 +/-  3.038            +12.163 +/-  0.830

Longitude [-180  180]
IMP         - kuril-north      -27.823 +/-  0.052            -31.480 +/-  6.112             +0.267 +/-  0.342
name        - kuril-north     +139.814 +/- 18.893            +39.528 +/- 19.677             +0.951 +/-  0.315
name        - IMP             +142.737 +/- 14.524            +37.881 +/- 13.415             +1.213 +/-  0.293
pacific     - kuril-north     +125.880 +/- 12.326             +0.494 +/- 14.670             +1.165 +/-  0.239
pacific     - IMP             +130.098 +/- 10.236             +6.219 +/-  9.330             +1.382 +/-  0.243
pacific     - name            +104.596 +/-  0.426            -50.733 +/-  0.310             +0.769 +/-  0.004
asia        - kuril-north     +140.069 +/- 16.220            +46.837 +/- 14.487             +1.233 +/-  0.327
asia        - IMP             +142.637 +/- 13.040            +44.225 +/- 10.857             +1.489 +/-  0.292
asia        - name            +141.767 +/-  2.210            +69.507 +/-  0.942             +0.314 +/-  0.005
asia        - pacific          -84.848 +/-  0.576            +65.536 +/-  0.301             +0.977 +/-  0.005
amur        - kuril-north     +140.303 +/- 16.668            +45.691 +/- 15.813             +1.163 +/-  0.324
amur        - IMP             +142.897 +/- 13.478            +43.153 +/- 11.502             +1.421 +/-  0.296
amur        - name            +144.837 +/-  6.815            +70.771 +/-  2.521             +0.240 +/-  0.012
amur        - pacific          -82.247 +/-  0.969            +62.433 +/-  0.708             +0.928 +/-  0.012
amur        - asia             -46.070 +/- 17.667            -65.095 +/-  9.280             +0.074 +/-  0.013
nw_honshu   - kuril-north     +137.207 +/- 14.731            +53.135 +/- 13.271             +1.680 +/-  0.426
nw_honshu   - IMP             +139.953 +/- 11.820            +50.351 +/- 11.197             +1.927 +/-  0.368
nw_honshu   - name            +130.292 +/- 16.551            +69.437 +/- 11.727             +0.789 +/-  0.260
nw_honshu   - pacific         -102.311 +/- 14.549            +78.741 +/-  5.006             +1.360 +/-  0.262
nw_honshu   - asia            +122.945 +/- 25.423            +68.986 +/- 20.818             +0.477 +/-  0.262
nw_honshu   - amur            +124.630 +/- 22.397            +68.511 +/- 17.409             +0.550 +/-  0.255
okhotsk     - kuril-north     +141.599 +/- 17.452            +41.866 +/- 18.146             +1.030 +/-  0.332
okhotsk     - IMP             +144.016 +/- 13.616            +39.816 +/- 12.591             +1.292 +/-  0.275
okhotsk     - name            +175.340 +/-  9.168            +63.482 +/-  9.332             +0.092 +/-  0.018
okhotsk     - pacific          -80.095 +/-  1.259            +54.991 +/-  0.871             +0.827 +/-  0.016
okhotsk     - asia             -54.974 +/-  7.653            -69.534 +/-  3.672             +0.226 +/-  0.017
okhotsk     - amur             -60.673 +/- 15.471            -71.466 +/-  6.108             +0.152 +/-  0.020
okhotsk     - nw_honshu        -56.397 +/- 17.729            -69.165 +/- 13.871             +0.702 +/-  0.260
sanriku     - kuril-north     +109.900 +/-  0.413            +42.235 +/-  2.529             +0.174 +/-  0.300
sanriku     - IMP             +137.148 +/- 22.156            +37.477 +/- 37.549             +0.422 +/-  0.405
sanriku     - name             -34.270 +/- 21.307            -37.988 +/- 19.503             +0.793 +/-  0.305
sanriku     - pacific          -52.164 +/- 13.831             +5.875 +/- 13.489             +1.047 +/-  0.261
sanriku     - asia             -34.862 +/- 18.606            -46.791 +/- 15.825             +1.073 +/-  0.317
sanriku     - amur             -34.370 +/- 19.483            -45.441 +/- 17.099             +1.003 +/-  0.317
sanriku     - nw_honshu        -38.998 +/- 16.342            -53.886 +/- 14.060             +1.519 +/-  0.393
sanriku     - okhotsk          -32.508 +/- 20.161            -40.795 +/- 18.982             +0.873 +/-  0.298
iida        - kuril-north     +137.062 +/- 26.210            +41.717 +/- 23.754             +1.558 +/-  0.659
iida        - IMP             +139.524 +/- 22.391            +40.357 +/- 19.977             +1.817 +/-  0.649
iida        - name            +132.386 +/-  0.804            +44.985 +/- 43.643             +0.611 +/-  0.574
iida        - pacific         -137.979 +/-  1.333            +77.542 +/- 22.950             +1.052 +/-  0.494
iida        - asia            +129.218 +/-  0.292            +23.029 +/-  8.049             +0.352 +/-  0.441
iida        - amur            +129.630 +/-  0.320            +29.969 +/- 10.956             +0.410 +/-  0.473
iida        - nw_honshu       +136.126 +/-  1.008            -63.188 +/- 10.009             +0.344 +/-  0.441
iida        - okhotsk         +128.397 +/-  5.959            +40.929 +/- 25.771             +0.533 +/-  0.549
iida        - sanriku         +140.282 +/- 28.730            +41.218 +/- 26.070             +1.396 +/-  0.676
tottori     - kuril-north     +139.266 +/- 22.392            +42.557 +/- 20.110             +1.607 +/-  0.565
tottori     - IMP             +141.341 +/- 19.101            +41.080 +/- 16.292             +1.866 +/-  0.538
tottori     - name            +138.371 +/- 48.789            +46.925 +/- 35.600             +0.659 +/-  0.477
tottori     - pacific         -141.194 +/-  9.216            +75.704 +/- 19.259             +1.111 +/-  0.348
tottori     - asia            +137.276 +/-  2.096            +28.832 +/-  1.921             +0.389 +/-  0.429
tottori     - amur            +136.996 +/- 16.969            +34.402 +/- 29.624             +0.450 +/-  0.439
tottori     - nw_honshu       +150.878 +/-  1.890            -55.062 +/- 12.002             +0.314 +/-  0.403
tottori     - okhotsk         +134.979 +/- 56.091            +43.669 +/- 38.913             +0.578 +/-  0.433
tottori     - sanriku         +142.650 +/- 24.529            +42.101 +/- 20.890             +1.446 +/-  0.575
tottori     - iida            -156.092 +/-  0.312            +45.113 +/-  7.838             +0.070 +/-  0.385
echubu      - kuril-north     +137.094 +/- 22.046            +36.804 +/- 20.108             +4.481 +/-  1.791
echubu      - IMP             +137.986 +/- 21.103            +36.558 +/- 18.848             +4.742 +/-  1.711
echubu      - name            +136.395 +/- 26.847            +36.061 +/- 25.035             +3.533 +/-  1.583
echubu      - pacific         +142.389 +/- 30.589            +47.446 +/- 25.398             +3.631 +/-  1.596
echubu      - asia            +136.180 +/- 27.276            +33.029 +/- 26.807             +3.276 +/-  1.707
echubu      - amur            +136.155 +/- 27.168            +33.703 +/- 25.581             +3.339 +/-  1.584
echubu      - nw_honshu       +137.049 +/- 28.793            +27.454 +/- 30.487             +2.908 +/-  1.599
echubu      - okhotsk         +135.871 +/- 27.351            +35.268 +/- 25.347             +3.459 +/-  1.676
echubu      - sanriku         +138.067 +/- 23.004            +36.468 +/- 20.149             +4.320 +/-  1.688
echubu      - iida            +137.109 +/- 31.920            +34.196 +/- 30.103             +2.932 +/-  1.677
echubu      - tottori         +136.025 +/- 31.620            +33.593 +/- 29.721             +2.888 +/-  1.674
kuwana      - kuril-north     +137.336 +/-  9.351            +38.441 +/-  9.448             +2.214 +/-  0.370
kuwana      - IMP             +139.047 +/-  8.178            +37.787 +/-  7.187             +2.474 +/-  0.319
kuwana      - name            +135.521 +/-  7.515            +37.589 +/-  5.474             +1.264 +/-  0.135
kuwana      - pacific         +158.693 +/- 10.845            +65.055 +/-  4.844             +1.507 +/-  0.105
kuwana      - asia            +134.753 +/-  8.144            +28.128 +/-  6.371             +1.012 +/-  0.129
kuwana      - amur            +134.726 +/-  8.100            +30.503 +/-  6.840             +1.072 +/-  0.139
kuwana      - nw_honshu       +137.514 +/- 12.006             +2.541 +/- 23.421             +0.727 +/-  0.161
kuwana      - okhotsk         +133.966 +/-  7.616            +35.362 +/-  6.071             +1.190 +/-  0.135
kuwana      - sanriku         +139.440 +/-  9.826            +37.847 +/-  8.795             +2.052 +/-  0.332
kuwana      - iida            +137.892 +/- 43.948            +30.733 +/- 23.158             +0.664 +/-  0.600
kuwana      - tottori         +133.199 +/- 38.447            +27.667 +/- 40.256             +0.624 +/-  0.479
kuwana      - echubu           -43.133 +/- 38.251            -35.208 +/- 35.061             +2.269 +/-  1.593
australia   - kuril-north     +141.417 +/- 15.610            +46.956 +/- 14.552             +1.261 +/-  0.345
australia   - IMP             +143.664 +/- 12.459            +44.350 +/- 10.598             +1.518 +/-  0.289
australia   - name            +150.564 +/-  6.547            +67.804 +/-  2.271             +0.342 +/-  0.012
australia   - pacific          -88.556 +/-  1.048            +65.903 +/-  0.883             +0.998 +/-  0.013
australia   - asia            -170.007 +/- 34.156            +40.043 +/- 18.484             +0.035 +/-  0.012
australia   - amur            +159.501 +/- 19.129            +60.318 +/-  8.872             +0.103 +/-  0.015
australia   - nw_honshu        -65.680 +/- 25.935            -68.978 +/- 23.567             +0.453 +/-  0.260
australia   - okhotsk         +139.917 +/- 10.860            +68.248 +/-  4.867             +0.252 +/-  0.021
australia   - sanriku         +146.557 +/- 18.529            +46.863 +/- 15.142             +1.102 +/-  0.321
australia   - iida             -55.027 +/-  0.452            -20.316 +/-  4.245             +0.333 +/-  0.451
australia   - tottori          -46.436 +/-  0.107            -26.934 +/-  3.539             +0.365 +/-  0.404
australia   - echubu           -44.268 +/- 27.710            -32.850 +/- 26.502             +3.251 +/-  1.560
australia   - kuwana           -46.666 +/-  8.310            -27.397 +/-  6.866             +0.989 +/-  0.134
phil_sea    - kuril-north      +91.145 +/- 56.727             -9.137 +/- 31.122             +0.317 +/-  0.223
phil_sea    - IMP             +116.363 +/- 29.293            +10.793 +/- 35.373             +0.477 +/-  0.261
phil_sea    - name             -16.126 +/-  7.412            -48.659 +/-  5.098             +0.873 +/-  0.079
phil_sea    - pacific          -43.002 +/-  5.013             -3.735 +/-  2.968             +0.927 +/-  0.081
phil_sea    - asia             -19.613 +/-  6.560            -54.399 +/-  4.139             +1.168 +/-  0.073
phil_sea    - amur             -18.395 +/-  6.699            -53.539 +/-  4.225             +1.097 +/-  0.080
phil_sea    - nw_honshu        -26.874 +/-  7.903            -59.478 +/-  7.463             +1.619 +/-  0.268
phil_sea    - okhotsk          -15.367 +/-  6.866            -50.097 +/-  4.834             +0.962 +/-  0.076
phil_sea    - sanriku          +78.871 +/- 86.815            -40.633 +/- 36.074             +0.257 +/-  0.257
phil_sea    - iida             -29.551 +/- 27.342            -48.214 +/- 22.430             +1.458 +/-  0.626
phil_sea    - tottori          -27.277 +/- 21.973            -48.613 +/- 17.192             +1.515 +/-  0.439
phil_sea    - echubu           -39.086 +/- 23.360            -38.997 +/- 20.249             +4.346 +/-  1.651
phil_sea    - kuwana           -34.192 +/-  5.676            -42.926 +/-  4.069             +2.095 +/-  0.156
phil_sea    - australia        -18.547 +/-  6.301            -54.119 +/-  4.017             +1.199 +/-  0.075
fukushima   - kuril-north      -40.803 +/-  9.442            -35.407 +/-  8.426            +12.602 +/-  1.987
fukushima   - IMP              -41.095 +/-  9.786            -35.476 +/-  8.510            +12.340 +/-  1.930
fukushima   - name             -40.762 +/-  8.841            -35.696 +/-  7.958            +13.551 +/-  1.925
fukushima   - pacific          -42.151 +/-  8.502            -32.655 +/-  7.802            +13.551 +/-  1.896
fukushima   - asia             -40.737 +/-  8.759            -36.421 +/-  7.193            +13.813 +/-  1.870
fukushima   - amur             -40.722 +/-  8.827            -36.273 +/-  7.471            +13.748 +/-  1.881
fukushima   - nw_honshu        -40.981 +/-  8.349            -37.471 +/-  7.891            +14.211 +/-  1.995
fukushima   - okhotsk          -40.636 +/-  9.020            -35.896 +/-  7.579            +13.626 +/-  1.964
fukushima   - sanriku          -41.152 +/-  9.489            -35.542 +/-  8.368            +12.762 +/-  1.939
fukushima   - iida             -41.020 +/-  8.941            -36.102 +/-  7.812            +14.152 +/-  2.020
fukushima   - tottori          -40.796 +/-  8.460            -36.214 +/-  7.789            +14.198 +/-  2.020
fukushima   - echubu           -41.348 +/-  9.074            -35.777 +/-  7.882            +17.081 +/-  2.539
fukushima   - kuwana           -41.072 +/-  8.286            -35.862 +/-  7.100            +14.813 +/-  2.073
fukushima   - australia        -40.632 +/-  8.841            -36.453 +/-  7.579            +13.839 +/-  2.092
fukushima   - phil_sea         -42.076 +/-  9.111            -34.670 +/-  7.925            +12.747 +/-  2.051
biwa        - kuril-north     +137.942 +/- 43.110            +38.094 +/- 38.732             +2.732 +/-  2.329
biwa        - IMP             +139.296 +/- 39.886            +37.579 +/- 36.875             +2.993 +/-  2.171
biwa        - name            +136.973 +/-  5.190            +37.317 +/-  7.150             +1.782 +/-  1.827
biwa        - pacific         +151.491 +/-  2.049            +58.187 +/- 40.413             +1.972 +/-  1.874
biwa        - asia            +136.570 +/-  1.323            +31.017 +/-  7.233             +1.526 +/-  1.781
biwa        - amur            +136.509 +/-  2.509            +32.512 +/-  4.904             +1.588 +/-  1.846
biwa        - nw_honshu       +138.590 +/-  4.108            +16.638 +/-  4.320             +1.192 +/-  1.476
biwa        - okhotsk         +135.917 +/-  1.295            +35.768 +/-  8.349             +1.707 +/-  1.841
biwa        - sanriku         +139.650 +/- 51.006            +37.592 +/- 40.264             +2.571 +/-  2.188
biwa        - iida            +138.978 +/-  0.736            +33.303 +/-  2.351             +1.181 +/-  1.791
biwa        - tottori         +136.322 +/-  0.736            +31.763 +/-  6.451             +1.138 +/-  1.716
biwa        - echubu           -44.174 +/-  0.126            -34.781 +/- 11.433             +1.752 +/-  2.177
biwa        - kuwana          +140.466 +/-  1.187            +36.581 +/-  2.873             +0.519 +/-  1.304
biwa        - australia       +135.628 +/-  5.666            +30.597 +/-  9.320             +1.501 +/-  1.752
biwa        - phil_sea        +144.668 +/- 62.939            +41.689 +/- 39.194             +2.610 +/-  2.222
biwa        - fukushima       +138.980 +/- 11.958            +35.886 +/- 10.470            +15.331 +/-  3.024
yoro        - kuril-north     +134.836 +/-  1.491            +40.069 +/-  6.347             +2.522 +/-  3.639
yoro        - IMP             +136.649 +/-  1.971            +39.369 +/-  8.076             +2.779 +/-  3.874
yoro        - name            +131.797 +/-  0.544            +40.292 +/-  3.105             +1.574 +/-  3.598
yoro        - pacific         +147.954 +/-  0.536            +63.640 +/-  5.274             +1.800 +/-  3.306
yoro        - asia            +130.799 +/-  0.082            +33.528 +/-  4.221             +1.311 +/-  3.400
yoro        - amur            +130.886 +/-  1.385            +35.141 +/-  6.819             +1.374 +/-  3.442
yoro        - nw_honshu       +132.249 +/-  0.511            +16.808 +/-  4.963             +0.965 +/-  2.868
yoro        - okhotsk         +130.411 +/-  1.126            +38.617 +/-  7.103             +1.499 +/-  3.438
yoro        - sanriku         +136.557 +/-  2.773            +39.708 +/-  1.705             +2.357 +/-  3.683
yoro        - iida            +131.466 +/-  0.316            +37.328 +/-  6.109             +0.967 +/-  3.176
yoro        - tottori         +127.885 +/-  0.864            +35.389 +/-  2.683             +0.926 +/-  2.904
yoro        - echubu           -40.285 +/-  0.096            -32.572 +/-  7.079             +1.972 +/-  3.375
yoro        - kuwana          +113.861 +/-  0.849            +49.431 +/-  4.126             +0.325 +/-  2.704
yoro        - australia       +129.593 +/-  0.673            +33.030 +/-  7.710             +1.287 +/-  3.259
yoro        - phil_sea        +142.075 +/-  1.476            +44.267 +/- 10.939             +2.398 +/-  3.848
yoro        - fukushima       +138.508 +/- 22.009            +36.194 +/- 19.659            +15.113 +/-  5.985
yoro        - biwa             -16.969 +/-  0.114            -14.202 +/-  5.460             +0.254 +/-  3.040
chubu       - kuril-north     +136.959 +/- 25.285            +36.812 +/- 22.486             +7.790 +/-  3.495
chubu       - IMP             +137.491 +/- 24.253            +36.668 +/- 21.443             +8.051 +/-  3.361
chubu       - name            +136.579 +/- 27.780            +36.429 +/- 24.723             +6.841 +/-  3.223
chubu       - pacific         +139.477 +/- 29.151            +42.415 +/- 26.459             +6.906 +/-  3.152
chubu       - asia            +136.474 +/- 28.804            +34.935 +/- 24.956             +6.581 +/-  3.110
chubu       - amur            +136.459 +/- 27.912            +35.255 +/- 26.121             +6.645 +/-  3.380
chubu       - nw_honshu       +136.912 +/- 29.482            +32.441 +/- 27.051             +6.196 +/-  3.324
chubu       - okhotsk         +136.310 +/- 28.377            +36.028 +/- 24.683             +6.767 +/-  3.377
chubu       - sanriku         +137.509 +/- 24.699            +36.623 +/- 22.230             +7.628 +/-  3.268
chubu       - iida            +136.936 +/- 30.393            +35.588 +/- 26.838             +6.239 +/-  3.309
chubu       - tottori         +136.420 +/- 30.618            +35.317 +/- 28.276             +6.195 +/-  3.322
chubu       - echubu          +136.778 +/- 11.417            +36.821 +/- 24.999             +3.309 +/-  3.258
chubu       - kuwana          +136.815 +/- 32.962            +36.165 +/- 29.377             +5.578 +/-  3.374
